"role","file","source","source_repository","source_commit","source_path","source_sha256","sha256","source_access","provenance_status","note"
"age_length","bet.age_length","external-repos/ofp-sam-2026-BET-YFT-age-length-build/BET/bet.2023.new-structure.age_length","","a26b694","external-repos/ofp-sam-2026-BET-YFT-age-length-build/BET/bet.2023.new-structure.age_length","1c51daab63859af5392d42d5ebbff6bd1821ff315f5fddea083bcc2ba849bcef","5529b5c52079f9cde36f84a133bc9864b27bd70d41ece809f4863e5a29786135","unverified","unlocked","set age_length effective sample size to 0.75 for 112 records"
"doitall","doitall.sh","steps/06-NewStructure/model/doitall.sh","","d9b14d9","steps/06-NewStructure/model/doitall.sh","b525d04f227c7e61f45dc99e3246c1e7ca2f122f51ac5ba4590c5c21cf3451ca","b525d04f227c7e61f45dc99e3246c1e7ca2f122f51ac5ba4590c5c21cf3451ca","unverified","unlocked","generated from the five-region template with only declared cumulative controls"
"frq","bet.frq","external-repos/ofp-sam-2026-BET-YFT-frq-build/BET/bet.2023.new-structure.global-cpue.wt-as-len-plus-len.frq","","f89e066","external-repos/ofp-sam-2026-BET-YFT-frq-build/BET/bet.2023.new-structure.global-cpue.wt-as-len-plus-len.frq","f97ae5c81107aba516e9ac7e2e7b48a24c880a5b481c463e00b1127b5157fe5d","f97ae5c81107aba516e9ac7e2e7b48a24c880a5b481c463e00b1127b5157fe5d","unverified","unlocked","copied without year chopping"
"ini","bet.ini","external-repos/ofp-sam-2026-BET-YFT-build-ini/BET/bet.2023.new.structure.ini","","d48e396","external-repos/ofp-sam-2026-BET-YFT-build-ini/BET/bet.2023.new.structure.ini","1bbcdfe2c350879d0fb5c07395f7d2567e79a4554e5765b9d8e7db437ad270ec","6d3af02b559bc73be15afcdce2af26e1606cbfa8d7963cebcfb430bb84979955","unverified","unlocked","Fixed Lorenzen natural-mortality intercept applied from the 01-Diag2023 mgc=-5 diagnostic final par; set Length-weight parameters from `3.063397e-05 2.932384` to `3.073533e-05 2.932410`; normalized MFCL 1007 tag-control rows for 96 release groups; RRPTTP26 rebuilt the complete RTTP/PTTP/JPTP group, active, initial, target, and penalty matrices from the audited 33-fishery table; set only tag_flags(:,2) to 0"
"rrpttp26_reporting_audit","bet.ini","config/rrpttp26-reporting-rates.csv","","d9b14d9","config/rrpttp26-reporting-rates.csv","6d926d0bef79f54a8fc0a573480959b7f91e9f90be1e912068662edfac388db2","6d3af02b559bc73be15afcdce2af26e1606cbfa8d7963cebcfb430bb84979955","unverified","unlocked","complete audited 33-fishery RRPTTP26 matrix specification"
"tag","bet.tag","external-repos/ofp-sam-2026-BET-YFT-tag-prep/BET/bet.2023.new.structure-low.recaps.removed.tag","","6d66dc3","external-repos/ofp-sam-2026-BET-YFT-tag-prep/BET/bet.2023.new.structure-low.recaps.removed.tag","8ab51bcc42e55a07150950535acb665bac4d552a536530bfe3d1d040dd90d12b","8ab51bcc42e55a07150950535acb665bac4d552a536530bfe3d1d040dd90d12b","unverified","unlocked","exact selected tag input; never replaced by an earlier step"
