"role","file","source","source_repository","source_commit","source_path","source_sha256","sha256","source_access","provenance_status","note"
"age_length","bet.age_length","steps/02-NewExe1003/model/bet.age_length","","f2ac1b4","steps/02-NewExe1003/model/bet.age_length","a4ee2efa951a6ae8dc9ac427a4b6d5bb664d3d48d4539ba87eb46bcb0f948614","a4ee2efa951a6ae8dc9ac427a4b6d5bb664d3d48d4539ba87eb46bcb0f948614","unverified","unlocked","inherited from 02-NewExe1003"
"doitall","doitall.sh","steps/02-NewExe1003/model/doitall.sh","","f2ac1b4","steps/02-NewExe1003/model/doitall.sh","95f0b7a3773753dcfe9d765de6dc2f2ffcdbe35b5cb0c7ce856aba567db28312","3d0856b34fac1741064dd06ef509c65f4ae44065491d40684e0285d76d12cce0","unverified","unlocked","current-executable controls regenerated; 1007 tag flags drive mixing periods; PHASE 10/11 convergence switch retained"
"frq","bet.frq","steps/02-NewExe1003/model/bet.frq","","f2ac1b4","steps/02-NewExe1003/model/bet.frq","ef3d8957686f44904645eeddde29730913a5f636dde118a3aa02a421efb96e5e","ef3d8957686f44904645eeddde29730913a5f636dde118a3aa02a421efb96e5e","unverified","unlocked","inherited from 02-NewExe1003"
"ini","bet.ini","steps/02-NewExe1003/model/bet.ini","","f2ac1b4","steps/02-NewExe1003/model/bet.ini","cb89296e12a694647cfda434437d6a51d3cfcc8aaa5a123ee601b00d487e1d9d","82c2146b16a9e94c77de8d4d37d2c555f0f80aec30fae946c88d6bc1ba81b17d","unverified","unlocked","set ini version to 1007; inserted MFCL 1007 tag-control rows for 118 release groups with 2 mixing periods; inserted zero tag shed-rate vector for 118 release groups; inserted MFCL 1007 total-population scalar default 25; inserted MFCL 1007 Richards growth parameter default 0"
"tag","bet.tag","steps/02-NewExe1003/model/bet.tag","","f2ac1b4","steps/02-NewExe1003/model/bet.tag","d1608e52c19e0e211eb46f008b51ac0086bb31cd3ff943bb75c3728f78030641","d1608e52c19e0e211eb46f008b51ac0086bb31cd3ff943bb75c3728f78030641","unverified","unlocked","inherited from 02-NewExe1003; tag reporting map regenerated from ini/tag"
