"role","file","source","source_commit","note"
"frq","bet.frq","input-repos/ofp-sam-2026-BET-YFT-frq-build/BET/bet.2023.new-structure.global-cpue.wt-as-len-plus-len.frq","f89e066","copied without year chopping"
"ini","bet.ini","steps/04-NewStructure/model/bet.ini","a8e9784","FixM M row applied from the 01-Diag2023 mgc=-5 diagnostic final par"
"tag","bet.tag","steps/04-NewStructure/model/bet.tag","a8e9784","tag reporting map regenerated from ini/tag; five MFCL reporting-rate matrices parsed"
"age_length","bet.age_length","input-repos/ofp-sam-2026-BET-YFT-age-length-build/BET/bet.2023.new-structure.age_length","a26b694","CAAL input; set age_length effective sample size to 0.75 for 112 records"
"doitall","doitall.sh","steps/04a-SelectivityReview/model/doitall.sh","a8e9784","mixing override removed; doitall exits immediately on MFCL command failure"
