"step_id","STEP_SELECT","enabled","major_step","substep","scientific_parent","scientific_parent_mode","independent_fit","change_axis","control_notes","model_label","job_title","job_key","plot_order","f14_youngest_zero","f15_qc_mode","dom_qc_mode","dm_nmax","tau_mode","tag_tau_grouping","regional_recruitment_penalty","movement_prior_penalty","opr_mode","phase10_11_convergence","run_mode","run_script","source_dir","region_count","kflow_cpus","kflow_memory","kflow_disk","mfcl_program_path","input_par","frq","output_par","par_source_job","kflow_input_jobs","expected_source_par_sha256","job_par_max_evaluations"
"F14-Y5-REC01","F14-Y5-REC01",TRUE,"F14YoungAgeDOMQCSensitivity","Doitall-Rec01","Job 17227","metadata-only",TRUE,"Independent doitall from the frozen S03 inputs. Add fish flag 75=5 for F14 HL.ID.2; retain the default regional recruitment-distribution penalty 0.1 and movement-prior penalty 0.1 (age flag 27=-1).","Do not attach a previous PAR. Start with -makepar from bet.ini. Retain F15 <70 cm QC; exclude DOM F21-F23 LF intervals with midpoint >90 cm without changing selectivity; retain F15 fish flag 75=5, Nmax=25, fixed M, common estimated tag tau, SC22-IP10 K=0.15 mixing, and MGC 1e-4.","01. DOM >90 excluded | F14 youngest 5 fixed | doitall | rec penalty 0.1","01. DOM >90 excluded | F14 Y5 | standard | rec 0.1 | move 0.1","f14-young5-domgt90-doitall-rec01",1,"5","lt70","gt90_midpoint","25","estimated-common","common","0.1","0.1","off","-4","doitall","doitall.sh","steps/S03-CommonTagTau-MIX015/model",5,2,"8GB","8GB","/home/mfcl/mfclo64","","bet.frq","","","","",""
