"model_label","base_model_label","plot_label","model_token","job_key","run_engine","engine_label","run_mode","requested_run_mode","region_count","kflow_memory","model_run_elapsed_seconds","model_fit_elapsed_seconds","model_run_time"
"F14[native]-01. DOM >90 excluded | F14 youngest 5 fixed | doitall | rec penalty 0.1","01. DOM >90 excluded | F14 youngest 5 fixed | doitall | rec penalty 0.1","F14[native]-01. DOM >90 excluded | F14 youngest 5 fixed | doitall | rec penalty 0.1","F14[native]-01. DOM >90 excluded | F14 youngest 5 fixed | doitall | rec penalty 0.1","f14-young5-domgt90-doitall-rec01","mfcl","native MFCL","doitall","doitall",5,"8GB",16511.1521456242,16511.1521456242,"4h 35m"
