"mode","fishery","fishery_label","source_sha256","output_sha256","f15_fishery_rows","f15_lf_rows_before","f15_lf_rows_affected","f15_lf_rows_after","f15_count_before","f15_count_after","removed_count","below68_before","below70_before","affected_periods","renormalised","catch_or_effort_changed"
"lt70",15,"15.HL.PH.2","d77f97c348409f845f1f0fc801af808d15b6cb119349d1f083308cfc9d4fba8c","3abf83821f8d696b36f020a80f48f99445f9e15046bdb3741adfac778c82ad60",220,135,66,135,41908,40851,1057,867,1057,"1997Q1;1997Q2;1997Q3;1997Q4;1998Q1;1999Q1;2000Q1;2000Q2;2000Q3;2000Q4;2001Q3;2003Q1;2005Q1;2005Q3;2006Q2;2006Q4;2007Q1;2007Q3;2008Q1;2008Q3;2009Q3;2009Q4;2010Q1;2010Q3;2010Q4;2011Q2;2011Q3;2011Q4;2012Q1;2012Q4;2013Q1;2013Q2;2013Q3;2013Q4;2014Q1;2014Q2;2014Q3;2014Q4;2015Q2;2015Q3;2015Q4;2016Q1;2016Q2;2016Q3;2016Q4;2017Q2;2017Q3;2017Q4;2018Q2;2018Q3;2019Q2;2019Q3;2020Q1;2020Q3;2021Q1;2021Q2;2021Q3;2021Q4;2022Q2;2022Q3;2022Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q3",FALSE,FALSE
