"step_id","STEP_SELECT","enabled","major_step","substep","scientific_parent","scientific_parent_mode","independent_fit","change_axis","control_notes","model_label","job_title","job_key","plot_order","f14_youngest_zero","f15_qc_mode","dom_qc_mode","dm_nmax","tau_mode","tag_tau_grouping","regional_recruitment_penalty","movement_prior_penalty","opr_mode","mixing_period_mode","phase10_11_convergence","run_mode","run_script","source_dir","region_count","kflow_cpus","kflow_memory","kflow_disk","mfcl_program_path","input_par","frq","output_par","par_source_job","kflow_input_jobs","expected_source_par_sha256","job_par_max_evaluations"
"F14-Y5-REC01-JOE-K015","F14-Y5-REC01-JOE-K015",TRUE,"Job17805JoeRegionMeanMixingSensitivity","JoeRegionMean-K015","Job 17805","metadata-only",TRUE,"Independent doitall from the frozen Job 17805 source inputs. Replace only tag_flags(:,1) with the SC22-IP10 K=0.15 vector using Joe's all-region mean for Region 1.","All non-mixing controls exactly match Job 17805: no previous PAR; F15 <70 cm and DOM midpoint >90 cm LF exclusions; F14/F15 youngest five ages fixed; standard recruitment; rec penalty 0.1; movement prior 0.1; Nmax=25; fixed M; common estimated tag tau; MGC 1e-4.","Job 17805 controls | Joe all-region mean | K=0.15","01. Job 17805 | Joe region mean | mixing K=0.15","job17805-joe-regionmean-k015",1,"5","lt70","gt90_midpoint","25","estimated-common","common","0.1","0.1","off","joe-regionmean-k015","-4","doitall","doitall.sh","steps/S03-CommonTagTau-MIX015/model",5,2,"8GB","8GB","/home/mfcl/mfclo64","","bet.frq","","","","",""
