"source_base_job","promoted_recipe_job","jitter_cv","selected_seed","selection_rule","objective","maximum_gradient","terminal_depletion_2024"
19325,19835,0.1,23,"minimum objective among converged jitter fits",89054.3397838085,9.2968286e-05,0.3287955046
