"role","file","source","source_commit","note"
"frq","bet.frq","input-repos/ofp-sam-2026-BET-YFT-frq-build/BET/bet.2026.new-strucure.regional-cpue.wt-as-len-plus-len.frq","26a4d6e","copied without year chopping"
"ini","bet.ini","input-repos/ofp-sam-2026-BET-YFT-build-ini/BET/ini.mix-period/bet.2026.mix-0.2.ini","8371ac1","FixM M row applied from the 01-Diag2023 mgc=-5 diagnostic final par; raised 2 zero tag mixing periods to 1 because MFCL >=2.2.7.5 disallows 0; normalized MFCL 1007 tag-control rows for 98 release groups"
"tag","bet.tag","input-repos/ofp-sam-2026-BET-YFT-tag-prep/BET/bet.2026.low.recaps.removed.tag","79733c4","tag reporting map regenerated from ini/tag; five MFCL reporting-rate matrices parsed"
"age_length","bet.age_length","input-repos/ofp-sam-2026-BET-YFT-age-length-build/BET/bet.2026.age_length","96a06d2","CAAL input; set age_length effective sample size to 0.75 for 181 records"
"doitall","doitall.sh","steps/04-NewStructure/model/doitall.sh","26c74dc","mixing override removed; regional scaling Prior_reg_biomass switch applied in PHASE 5 with flags 77=50, 78=1, 79=240, 80=220, 81=1; active periods 53-72 (1965Q1-1969Q4); index CPUE/selectivity groups unshared from PHASE 5; doitall exits immediately on MFCL command failure"
"reg_scaling","bet.reg_scaling","input-repos/ofp-sam-2026-BET-YFT-frq-build/BET/bet.2026.reg_scaling","26a4d6e","MFCL input extracted from source periods 53-72; 20 rows x 5 region columns"
"reg_scaling_full","bet.reg_scaling.full","input-repos/ofp-sam-2026-BET-YFT-frq-build/BET/bet.2026.reg_scaling","26a4d6e","complete 292 rows x 5 region columns retained for alternative-period sensitivities; MFCL does not read this filename"
